焊,虚焊,,
顺时针,顺时针,,
逆时针,逆时针,,
零点,零点,,
旋,,,
变压,变压,,
外环,外环,,
端口,端口,,
电缆头,电缆头,,
附件,附件,,
紧固,紧固,,
CPLD,CPLD,复杂可编程逻辑器件,
C11,,,
击穿,击穿,,
重新安装,安装,重新,
极化,极化,,
扇齿,扇齿,,
供,,,
滚波,地滚波,,
航标,航标,,
测绘,测绘,,
基准点,基准点,,
差错,差错,,
偏下,偏下,,
增压器,增压器,,
直径,直径,,
短接,短接,,
方式,方式,,
逐一,逐一,,
排除,排除,,
可能性,可能性,,
磁堵,磁堵,,
汽油,汽油,,
牢固,牢固,,
激励,激励,,
源,,,
进,,,
油嘴,进油嘴,,
调理,调理,,
引脚,引脚,,
前端,前端,,
电阻值,电阻值,,
远超过,超过,远,
断路,断路,,
针阀,针阀,,
点处,,,
垫,,,
碎裂,碎裂,,
共面,共面,,
性差,,,
焊线,焊线,,
角为,,,
毛刺,毛刺,,
时长,时长,,
ms,,,
外连,外连,,
禁止,禁止,,
布线,布线,,
区较,,,
平垫,平垫,,
印制板,印制板,,
板光,,,
耦,,,
转接,转接,,
板外,,,
区,,,
搭接,搭接,,
水汽,水汽,,
全压,全压,,
接管,接管,,
嘴,,,
滤网,滤网,,
黑色,黑色,,
胶体,胶体,,
堵死,堵死,,
接触点,接触点,,
内行星,,,
减速器,减速器,,
I,,,
交流电,交流电,,
26,,,
盒交,,,
直流,直流,,
地点,地点,,
修正,修正,,
判读,判读,,
一根,,,
螺柱,螺柱,,
外力,外力,,
柜架,,,
变大,变大,,
地检车,地检车,,
马达,马达,,
绿,绿,,
红,红,,
按压,按压,,
一段时间,一段,,
慢慢,慢,,
变绿,变绿,,
修飞,,,
液体,液体,,
324-258,,,
符合要求,符合,,
2.3,,,
用手,,,
来回,来回,,
超标,超标,,
下盖,下盖,,
胶接,胶接,,
未涂,未,涂,
润滑脂,润滑脂,,
内腔,内腔,,
渗出,渗出,,
参,,,
MPa,,,
装置,装置,,
刹车片,刹车片,,
关掉,关掉,,
跌落,跌落,,
不间断,不,间断,
K14,,,
K37,,,
IGBT,IGBT,绝缘栅双极型晶体管,
栅极,栅极,,
铜柱,铜柱,,
拉回,拉回,,
机库,机库,,
至负,,,
29.3,,,
相,,,
掉电,掉电,,
整机,整机,,
低气压,低,气压,
条件,条件,,
主控板,主控板,,
MAX491,,,
SATA,SATA,,
存储介质,储存介质,,
点时,,,
故且,,,
应答,应答,,
带温,,,
频率,频率,,
高温,高温,,
本振,本振,,
锁相,锁相,,
进一步,进一步,,
频综,频综,频率综合器,
脉冲功率,脉冲功率,,
放大器,放大器,,
输出功率,输出功率,,
L,,,
下变频,下变频,,
链,,,
电平,电平,,
上变频,上变频,,
补偿,补偿,,
包含,包含,,
回到,回到,,
本场,,,
对星,,,
板上,,,
RS,,,
232,,,
422,,,
PCB,,,
凝露,凝露,,
进风口,进风口,,
高压线,高压线,,
机壳,机壳,,
绝缘,绝缘,,
密封圈,密封圈,,
雾化,雾化,,
临界状态,临界,,
缺缸,缺缸,,
燃烧,燃烧,,
外物,外物,,
打伤,打伤,,
原因,原因,,
交变,交变,,
热应力,热应力,,
累积,累积,,
铜线,铜线,,
或虚接,虚接,,
二,,,
高速旋转,高速,旋转,
带来,带来,,
离心,离心,,
剪切力,剪切力,,
疲劳,疲劳,,
强度,强度,,
耦合,耦合,,
离心力,离心力,,
加剧,加剧,,
材料,材料,,
摩擦力,摩擦力,,
过载,过载,,
NA,NA,,
指,,,
增压,增压,,
超限,超限,,
带动,带动,,
超温,超温,,
爆燃,爆燃,,
高油,高油,,
承受,承受,,
产品质量,质量,,
转子,转子,,
过长,过长,,
粘度,粘度,,
增加,增加,,
能力,能力,,
接收灵敏度,接收,灵敏度,
批次,批次,,
性,,,
控制板,控制板,,
单个,单个,,
陀螺仪,陀螺仪,,
收缩,收缩,,
俯,,,
这部分,部分,,
射程,射程,,
小于,小于,,
高时,,,
升高,升高,,
因素,因素,,
门,门,,
限值,限值,,
导电,导电,,
焊脚,焊脚,,
lemo5,,,
芯,,,
接插件,接插件,,
解析,解析,,
包中,,,
当作,当作,,
某位,某位,,
符合,符合,,
包头,,,
丢包,丢包,,
三路,,,
送,,,
每路,,,
两块,,,
都,,,
采,,,
相关,相关,,
该项,,,
对准精度,对准精度,,
位速,位速,,
挤裂,挤裂,,
侧向,侧向,,
力,,,
拉坏,,,
误判,误判,,
漆有,,,
金属件,金属件,,
K68,,,
K39,,,
K54,,,
逆变,逆变,,
高压,高压,,
母线,母线,,
CA4,,,
CA5,,,
阳极,,,
片,阳极片,,
其容值,容值,,
27.5,,,
最终,最终,,
相位,相位,,
关系,关系,,
品质,品质,,
驱动器,驱动器,,
通讯,通讯,,
随外,,,
差,,,
随之,随之,,
景物,景物,,
观测,观测,,
齿轮箱,齿轮箱,,
末级,末级,,
减速,减速,,
有空,有空,,
稳定性,稳定性,,
原,,,
设定,设定,,
高于,高于,,
空回,空回,,
振荡,振荡,,
平流,平流,,
插入,插入,,
接插,接插,,
有孔,孔,,
绑,,,
电磁干扰,电磁干扰,,
放大,放大,,
加粗,加粗,,
压降,,,
保险管,保险管,,
慢,,,
熔,,,
非,,,
解扩,解扩,,
BDC,BDC,下止点,
锁相环路,锁相环,锁相环路,
如锁,,,
挤占,挤占,,
资源,资源,,
网线,网线,,
控制站,控制站,,
末端,末端,,
共享器,共享器,,
启动时,启动,,
220,,,
瞬间,瞬间,,
Lv,,,
不合理,不,合理,
吸入,吸入,,
水分,水分,,
加热,加热,,
混合,混合,,
搅拌,搅拌,,
气泡,气泡,,
挺柱,挺住,,
融化,融化,,
钢套,钢套,,
渣子,,,
滚道,滚道,,
判定,判定,,
会先,,,
28,,,
瞬态,瞬态,,
大于,大于,,
门限,门限,,
报出,报出,,
保持架,保持架,,
钢球,钢球,,
干,,,
该路,,,
喷漆,喷漆,,
回油,回油,,
畅通,畅通,,
超时,超时,,
在外,,,
筒,,,
衬筒,衬筒,,
涂,,,
封胶,封胶,,
起到,起到,,
积累,积累,,
空腔,空腔,,
渗入,渗入,,
油层,油层,,
保证,保证,,
防尘,防尘,,
环和下,,,
环间,,,
转配,转配,,
过盈量,过盈量,,
环与,,,
内筒间,内筒,,
环为,,,
橡胶制品,橡胶制品,,
配合,配合,,
过紧,过紧,,
环在,,,
本次,,,
个别现象,个别,现象,
阻止,阻止,,
灰尘,灰尘,,
缓冲器,缓冲器,,
胶圈,胶圈,,
修理,修理,,
漆包线,漆包线,,
包扎,包扎,,
机械,机械,,
带电插,,,
拔,带电插拔,,
减弱,减弱,,
D12,,,
D4,,,
183,,,
工作人员,工作人员,,
粗心大意,粗心大意,,
逐句,逐句,,
合,,,
受控,受控,,
所致,,,
零值,零值,,
发生变化,变化,,
指准,指准,,
摆动,摆动,,
传动,传统,,
天,,,
线极化,天线极化,,
角未,,,
一值,,,
指向,指向,,
此件,,,
方法,方法,,
成型,成型,,
首件,首件,,
挤,,,
机床,机床,,
工人,工人,,
熟悉,熟悉,,
坐标值,坐标值,,
短杆,短杆,,
使滑油,滑油,,
新,,,
前期,前期,,
细微,细微,,
颗粒,颗粒,,
滑油滤,滑油滤,,
滤纸,滤纸,,
阻力,阻力,,
PELPY3,,,
探头,探头,,
引线,引线,,
胶质,胶质,,
变距时,变距,,
结束,结束,,
高空,高空,,
长期,长期,,
处在,,,
变,,,
温湿度,湿度,,
贴易,,,
人为,人为,,
是因为,因为,,
盒上,,,
电报,电报,,
微分,微分,,
幅值,幅值,,
回路,回路,,
死区,死区,,
控制参数,控制参数,,
匹配,匹配,,
非正常,非,正常,
离散性,离散型,,
引发,引发,,
系统软件,系统软件,,
鲁棒性,鲁棒性,,
327-219,,,
时向,时向,,
靠近,靠近,,
偏心,偏心,,
印制,印制,,
壳,,,
熔断,熔断,,
壳体,壳体,,
将备,,,
施钜,施矩,,
绝缘性,绝缘性,,
串扰,串扰,,
施距,,,
经全压,全压,,
判断,判断,,
已受,,,
327-821,,,
三相,三相,,
重量,重量,,
400,,,
Hz,,,
高端,高端,,
滤波器,滤波器,,
冲击,冲击,,
灵活,灵活,,
残渣,残渣,,
滤道,,,
场效应管,场效应管,,
N4393,,,
放电,放电,,
KHz,,,
使右主,,,
伸长,伸长,,
导柱,导柱,,
顺畅,顺畅,,
二极管,二极管,,
机上安装,机上,安装,
块,,,
只,,,
一块,,,
Ah,,,
组,,,
提供,提供,,
裕量,裕量,,
解决,解决,,
之处,,,
报告,报告,,
比变,,,
交流,交流,,
火线,火线,,
交直流,,,
电源板,电源板,,
三端,,,
稳压,稳压,,
LM7815,,,
列线,,,
太长,,,
四路,,,
开环,开环,,
上位,上位,,
机无,,,
机报,,,
为卫通,,,
检波,检波,,
交叉耦合,交叉耦合,,
电轴,电轴,,
较差,,,
恒定,恒定,,
CAN,,,
前缘,前缘,,
距电,,,
机螺钉,,,
惯性导航,惯性导航,,
止动块,止动块,,
数据类型,数据类型,,
回流,回流,,
K,,,
TV,,,
TM,,,
行星,行星,,
缸体,缸体,,
铜,,,
MAX49,,,
油滤,油滤,,
地标,地标,,
导航系统,导航系统,,
PCC,PCC,可编程计算机控制器,
比例式,比例式,,
电控,,,
阀及,电控阀,,
吊舱,吊舱,,
指挥,,,
控制车,指挥控制车,,
作战,作战,,
模拟训练,模拟训练,,
外控盒,外控盒,,
维修,维修,,
飞行器,飞行器,,
中继,中继,,
数据链,数据链,,
动力装置,动力装置,,
信号处理器,信号处理器,,
发动机短,发动机,,
子系统,子系统,,
电气系统,电气系统,,
AID,,,
主流,主流,,
稳压电源,稳压电源,,
识别器,识别器,,
通,,,
识别,识别,,
一体化,一体化,,
